(0.5004870891571045, 0)
(1.0254180431365967, 0)
(1.54813814163208, 0)
(2.066352128982544, 0)
(2.590096950531006, 0)
(3.108670949935913, 0)
(3.6279780864715576, 0)
(4.153341054916382, 0)
(4.68690299987793, 0)
(5.209213972091675, 0)
(5.737142086029053, 0)
(6.263796091079712, 0)
(6.785499095916748, 0)
(7.2985100746154785, 0)
(7.826333045959473, 0)
(8.350589990615845, 1)
(8.870545148849487, 0)
(9.390529155731201, 0)
(9.911962985992432, 0)
(10.433730125427246, 1)
(10.959725141525269, 0)
(11.48638916015625, 0)
(12.008137941360474, 0)
(12.547528982162476, 0)
(13.090291023254395, 1)
(13.648555994033813, 0)
(14.191408157348633, 0)
(14.707540035247803, 0)
(15.229899168014526, 0)
(15.745985984802246, 0)
(16.266837120056152, 0)
(16.80972409248352, 0)
(17.330296993255615, 0)
(17.851354122161865, 0)
(18.400017023086548, 0)
(18.925615072250366, 1)
(19.447925090789795, 0)
(19.97160315513611, 0)
(20.494075059890747, 1)
(21.01607894897461, 1)
(21.542457103729248, 0)
(22.061047077178955, 0)
(22.5765221118927, 1)
(23.098201990127563, 0)
(23.615936040878296, 0)
(24.136325120925903, 0)
(24.66319513320923, 0)
(25.182233095169067, 0)
(25.69855308532715, 0)
(26.21892809867859, 0)
(26.73989200592041, 0)
(27.26424813270569, 1)
(27.78840398788452, 0)
(28.306981086730957, 0)
(28.83150815963745, 0)
(29.347886085510254, 0)
(29.866851091384888, 1)
(30.391208171844482, 0)
(30.91154909133911, 0)
(31.432260036468506, 0)
(31.952250957489014, 1)
(32.47394394874573, 0)
(32.98941516876221, 1)
(33.50736403465271, 0)
(34.03152298927307, 0)
(34.54876899719238, 0)
(35.06608700752258, 0)
(35.59042501449585, 0)
(36.11802005767822, 0)
(36.63300108909607, 0)
(37.146815061569214, 0)
(37.66455602645874, 0)
(38.18841099739075, 0)
(38.70449900627136, 0)
(39.24143600463867, 0)
(39.76455116271973, 0)
(40.29682016372681, 0)
(40.821073055267334, 0)
(41.34645700454712, 0)
(41.87762999534607, 0)
(42.39838194847107, 0)
(42.92008996009827, 0)
(43.44193506240845, 0)
(43.96853709220886, 0)
(44.486937046051025, 0)
(45.0099561214447, 0)
(45.53256797790527, 0)
(46.05844712257385, 0)
(46.59118294715881, 0)
(47.11230206489563, 0)
(47.631471157073975, 0)
(48.152361154556274, 0)
(48.67492914199829, 0)
(49.20177912712097, 0)
(49.71995210647583, 0)
(50.24139714241028, 0)
(50.768639087677, 0)
(51.28911209106445, 0)
(51.81218600273132, 0)
(52.33686304092407, 0)
(52.85634207725525, 1)
(53.38118314743042, 0)
(53.902348041534424, 1)
(54.43670916557312, 0)
(54.97261309623718, 0)
(55.500149965286255, 0)
(56.02009105682373, 1)
(56.54519295692444, 0)
(57.08129000663757, 1)
(57.60542011260986, 0)
(58.128817081451416, 0)
(58.65529203414917, 0)
(59.17582607269287, 1)
(59.685949087142944, 0)
(60.20693016052246, 0)
(60.725181102752686, 0)
(61.245458126068115, 1)
(61.77469515800476, 0)
(62.293859004974365, 0)
(62.82090902328491, 0)
(63.33538603782654, 0)
(63.86006498336792, 0)
(64.37744903564453, 0)
(64.89490795135498, 0)
(65.41671109199524, 1)
(65.93988800048828, 0)
(66.46608996391296, 0)
(66.9892590045929, 0)
(67.51043200492859, 0)
(68.03154516220093, 0)
(68.55875897407532, 0)
(69.09403705596924, 0)
(69.61223602294922, 0)
(70.13333702087402, 0)
(70.65737700462341, 0)
(71.18569993972778, 0)
(71.70868015289307, 0)
(72.22649693489075, 0)
(72.74193000793457, 0)
(73.25589609146118, 0)
(73.77269911766052, 0)
(74.298171043396, 0)
(74.82214999198914, 0)
(75.3404369354248, 0)
(75.84865713119507, 0)
(76.37120795249939, 0)
(76.89019393920898, 0)
(77.39805793762207, 1)
(77.92974305152893, 0)
(78.44735217094421, 0)
(78.9689691066742, 0)
(79.48860311508179, 0)
(80.00827503204346, 0)
(80.52192902565002, 0)
(81.04329800605774, 1)
(81.57137393951416, 0)
(82.09723210334778, 0)
(82.66613698005676, 1)
(83.19959902763367, 0)
(83.72058701515198, 0)
(84.24731016159058, 1)
(84.7679979801178, 0)
(85.2802939414978, 1)
(85.80981206893921, 0)
(86.32615804672241, 0)
(86.84263896942139, 0)
(87.35566401481628, 0)
(87.8730821609497, 0)
(88.38520407676697, 0)
(88.90202307701111, 2)
(89.44107413291931, 1)
(89.9714879989624, 0)
(90.49070811271667, 0)
(90.99918699264526, 0)
(91.52549409866333, 0)
(92.03441500663757, 0)
(92.5817141532898, 0)
(93.1096739768982, 0)
(93.62389016151428, 0)
(94.15235805511475, 0)
(94.67470598220825, 0)
(95.18990015983582, 0)
(95.71868515014648, 0)
(96.23626399040222, 0)
(96.7598249912262, 0)
(97.2804000377655, 0)
(97.80714011192322, 0)
(98.32900500297546, 0)
(98.85120296478271, 0)
(99.3922929763794, 0)
(99.90988612174988, 0)
(100.42894196510315, 0)
(100.94951915740967, 0)
(101.4716169834137, 0)
(101.99366617202759, 0)
(102.51271295547485, 0)
