['s5', '192.240.2.2', 22.036173820495605, 'hit']
['s5', '192.240.2.2', 22.069034814834595, 'hit']
['s5', '192.240.2.2', 22.62847900390625, 'hit']
['s5', '192.240.2.2', 22.683435916900635, 'hit']
['s5', '192.240.2.2', 23.227521896362305, 'hit']
['s5', '192.240.2.2', 23.259447813034058, 'hit']
['s5', '192.240.2.2', 23.869157791137695, 'hit']
['s5', '192.240.2.2', 23.963101863861084, 'hit']
['s5', '192.240.2.2', 24.623198986053467, 'hit']
['s5', '192.240.2.2', 24.6547908782959, 'hit']
['s5', '192.240.2.2', 26.852914810180664, 'hit']
['s5', '192.240.2.2', 27.41930389404297, 'hit']
['s5', '192.240.2.2', 27.47107195854187, 'hit']
['s5', '192.240.2.2', 27.962929010391235, 'hit']
['s5', '192.240.2.2', 28.607948780059814, 'hit']
['s5', '192.240.2.2', 28.723850965499878, 'hit']
['s5', '192.240.2.2', 29.279797792434692, 'hit']
['s5', '192.240.1.2', 29.853900909423828, 'hit']
['s5', '192.240.2.2', 29.962231874465942, 'hit']
['s5', '192.240.2.4', 30.0835018157959, 'hit']
['s5', '192.240.1.2', 30.49326491355896, 'hit']
['s5', '192.240.1.2', 30.553821802139282, 'hit']
['s5', '192.240.2.4', 30.580899953842163, 'hit']
['s5', '192.240.2.4', 30.709532976150513, 'hit']
['s5', '192.240.2.2', 31.134679794311523, 'hit']
['s5', '192.240.2.4', 31.17929196357727, 'hit']
['s5', '192.240.2.2', 31.261687994003296, 'hit']
['s5', '192.240.2.4', 31.386777877807617, 'hit']
['s5', '192.240.1.2', 31.838148832321167, 'hit']
['s5', '192.240.1.2', 31.96085500717163, 'hit']
['s5', '192.240.10.104', 31.999413013458252, 'hit']
['s5', '192.240.2.4', 32.07695388793945, 'hit']
['s5', '192.240.1.2', 32.535071849823, 'hit']
['s5', '192.240.1.2', 32.559884786605835, 'hit']
['s5', '192.240.2.4', 32.831963777542114, 'hit']
['s5', '192.240.1.2', 33.193495988845825, 'hit']
['s5', '192.240.1.2', 33.25258994102478, 'hit']
['s5', '192.240.2.4', 33.35304379463196, 'hit']
['s5', '192.240.1.2', 33.91300392150879, 'hit']
['s5', '192.240.2.4', 34.05802893638611, 'hit']
['s5', '192.240.2.4', 34.5732479095459, 'hit']
['s5', '192.240.2.4', 34.6907799243927, 'hit']
['s5', '192.240.2.4', 35.29370379447937, 'hit']
['s5', '192.240.2.3', 35.35115385055542, 'hit']
['s5', '192.240.2.3', 35.411619901657104, 'hit']
['s5', '192.240.2.1', 35.93397498130798, 'hit']
['s5', '192.240.2.4', 35.9892737865448, 'hit']
['s5', '192.240.2.3', 36.04064583778381, 'hit']
['s5', '192.240.2.3', 36.07599592208862, 'hit']
['s5', '192.240.2.1', 36.5293128490448, 'hit']
['s5', '192.240.2.4', 36.571653842926025, 'hit']
['s5', '192.240.2.3', 36.68352389335632, 'hit']
['s5', '192.240.2.1', 37.213167905807495, 'hit']
['s5', '192.240.2.1', 37.25492191314697, 'hit']
['s5', '192.240.2.4', 37.30649399757385, 'hit']
['s5', '192.240.2.3', 37.349435806274414, 'hit']
['s5', '192.240.2.5', 37.477311849594116, 'hit']
['s5', '192.240.2.1', 37.86749601364136, 'hit']
['s5', '192.240.2.1', 37.92093086242676, 'hit']
['s5', '192.240.2.3', 37.99487280845642, 'hit']
['s5', '192.240.2.5', 38.103129863739014, 'hit']
['s5', '192.240.2.1', 38.50884795188904, 'hit']
['s5', '192.240.2.1', 38.563745975494385, 'hit']
['s5', '192.240.2.4', 38.6058349609375, 'hit']
['s5', '192.240.2.3', 38.735599994659424, 'hit']
['s5', '192.240.2.5', 38.841073989868164, 'hit']
['s5', '192.240.2.1', 39.17371082305908, 'hit']
['s5', '192.240.2.4', 39.2097008228302, 'hit']
['s5', '192.240.2.4', 39.29707479476929, 'hit']
['s5', '192.240.2.3', 39.36876392364502, 'hit']
['s5', '192.240.2.5', 39.425102949142456, 'hit']
['s5', '192.240.2.5', 39.475143909454346, 'hit']
['s5', '192.240.2.1', 39.827380895614624, 'hit']
['s5', '192.240.2.4', 39.89542484283447, 'hit']
['s5', '192.240.2.3', 39.93640685081482, 'hit']
['s5', '192.240.2.4', 39.98427891731262, 'hit']
['s5', '192.240.2.3', 40.09363079071045, 'hit']
['s5', '192.240.2.5', 40.257797956466675, 'hit']
['s5', '192.240.2.1', 40.61093091964722, 'hit']
['s5', '192.240.2.4', 40.647950887680054, 'hit']
['s5', '192.240.2.3', 40.70676589012146, 'hit']
['s5', '192.240.2.4', 40.77427887916565, 'hit']
['s5', '192.240.2.5', 40.8306999206543, 'hit']
['s5', '192.240.2.5', 40.88804888725281, 'hit']
['s5', '192.240.2.1', 41.230132818222046, 'hit']
['s5', '192.240.2.4', 41.30198884010315, 'hit']
['s5', '192.240.2.4', 41.34327578544617, 'hit']
['s5', '192.240.2.5', 41.42038583755493, 'hit']
['s5', '192.240.2.5', 41.54871678352356, 'hit']
['s5', '192.240.2.1', 41.823970794677734, 'hit']
['s5', '192.240.2.4', 41.866495847702026, 'hit']
['s5', '192.240.2.4', 41.96204495429993, 'hit']
['s5', '192.240.2.5', 42.09041881561279, 'hit']
['s5', '192.240.2.5', 42.139219999313354, 'hit']
['s5', '192.240.2.1', 42.478824853897095, 'hit']
['s5', '192.240.2.4', 42.5184760093689, 'hit']
['s5', '192.240.2.3', 42.55130481719971, 'hit']
['s5', '192.240.2.4', 42.5892059803009, 'hit']
['s5', '192.240.2.5', 42.642072916030884, 'hit']
['s5', '192.240.2.5', 42.79147696495056, 'hit']
['s5', '192.240.2.1', 43.05868101119995, 'hit']
['s5', '192.240.2.1', 43.106990814208984, 'hit']
['s5', '192.240.2.3', 43.16132688522339, 'hit']
['s5', '192.0.2.6', 43.209773778915405, 'hit']
['s5', '192.240.2.5', 43.28042387962341, 'hit']
['s5', '192.240.2.5', 43.33916187286377, 'hit']
['s5', '192.240.2.1', 43.678404808044434, 'hit']
['s5', '192.240.2.1', 43.7715950012207, 'hit']
['s5', '192.240.2.4', 43.80781888961792, 'hit']
['s5', '192.240.2.3', 43.92007899284363, 'hit']
['s5', '192.240.2.5', 43.998716831207275, 'hit']
['s5', '192.240.2.1', 44.346818923950195, 'hit']
['s5', '192.240.2.4', 44.393927812576294, 'hit']
['s5', '192.240.2.1', 44.4613139629364, 'hit']
['s5', '192.240.2.4', 44.5228168964386, 'hit']
['s5', '192.240.2.3', 44.56918287277222, 'hit']
['s5', '192.240.2.5', 44.595239877700806, 'hit']
['s5', '192.240.2.5', 44.73463988304138, 'hit']
['s5', '192.240.10.102', 44.79104495048523, 'hit']
['s5', '192.240.2.1', 45.084242820739746, 'hit']
['s5', '192.240.2.4', 45.170270919799805, 'hit']
['s5', '192.240.2.4', 45.267000913619995, 'hit']
['s5', '192.240.2.5', 45.334797859191895, 'hit']
['s5', '192.240.2.5', 45.501529932022095, 'hit']
['s5', '192.240.2.1', 45.80644488334656, 'hit']
['s5', '192.240.2.3', 45.92358899116516, 'hit']
['s5', '192.240.2.3', 46.028849840164185, 'hit']
['s5', '192.240.2.5', 46.135228872299194, 'hit']
['s5', '192.240.2.1', 46.45801496505737, 'hit']
