['s1', '192.240.1.2', 9.416138887405396, 1653827387.160306, 'hit']
['s1', '192.240.1.2', 10.023614883422852, 1653827387.767782, 'hit']
['s1', '192.240.10.108', 10.094470024108887, 1653827387.838637, 'hit']
['s1', '192.240.1.2', 10.650199890136719, 1653827388.394367, 'hit']
['s1', '192.240.1.2', 10.699320793151855, 1653827388.443489, 'hit']
['s1', '192.0.1.9', 11.186995029449463, 1653827388.931162, 'hit']
['s1', '192.240.1.2', 11.215521812438965, 1653827388.959689, 'hit']
['s1', '192.240.1.2', 11.302742004394531, 1653827389.046909, 'hit']
['s1', '192.240.1.3', 11.418141841888428, 1653827389.16231, 'hit']
['s1', '192.0.1.9', 11.726759910583496, 1653827389.470927, 'hit']
['s1', '192.240.1.2', 11.797626972198486, 1653827389.541794, 'hit']
['s1', '192.240.1.3', 11.96403694152832, 1653827389.708205, 'hit']
['s1', '192.0.1.9', 12.28227686882019, 1653827390.026444, 'hit']
['s1', '192.240.1.2', 12.32022500038147, 1653827390.064392, 'hit']
['s1', '192.240.1.2', 12.39811086654663, 1653827390.142278, 'hit']
['s1', '192.240.1.3', 12.572715997695923, 1653827390.316885, 'hit']
['s1', '192.0.1.8', 12.778596878051758, 1653827390.522765, 'hit']
['s1', '192.0.1.9', 12.895090818405151, 1653827390.639258, 'hit']
['s1', '192.240.1.2', 13.033291816711426, 1653827390.77746, 'hit']
['s1', '192.240.1.3', 13.290174007415771, 1653827391.034342, 'hit']
['s1', '192.0.1.8', 13.496615886688232, 1653827391.240784, 'hit']
['s1', '192.0.1.9', 13.678136825561523, 1653827391.422305, 'hit']
['s1', '192.240.1.2', 13.70950698852539, 1653827391.453674, 'hit']
['s1', '192.240.1.2', 13.821686029434204, 1653827391.565853, 'hit']
['s1', '192.240.1.3', 13.955859899520874, 1653827391.700027, 'hit']
['s1', '192.0.1.8', 14.165696859359741, 1653827391.909864, 'hit']
['s1', '192.0.1.9', 14.376300811767578, 1653827392.120469, 'hit']
['s1', '192.240.1.2', 14.431258916854858, 1653827392.175426, 'hit']
['s1', '192.240.1.3', 14.626165866851807, 1653827392.370333, 'hit']
['s1', '192.0.1.8', 14.805630922317505, 1653827392.549798, 'hit']
['s1', '192.0.1.9', 14.9741849899292, 1653827392.718353, 'hit']
['s1', '192.240.1.2', 15.054675817489624, 1653827392.798843, 'hit']
['s1', '192.240.1.3', 15.189635992050171, 1653827392.933803, 'hit']
['s1', '192.0.1.8', 15.368742942810059, 1653827393.11291, 'hit']
['s1', '192.0.1.9', 15.519575834274292, 1653827393.263743, 'hit']
['s1', '192.240.1.2', 15.611047983169556, 1653827393.355216, 'hit']
['s1', '192.240.1.3', 15.845008850097656, 1653827393.589177, 'hit']
['s1', '192.0.1.8', 16.01154899597168, 1653827393.755716, 'hit']
['s1', '192.0.1.9', 16.192030906677246, 1653827393.936198, 'hit']
['s1', '192.240.1.2', 16.302127838134766, 1653827394.046295, 'hit']
['s1', '192.240.1.4', 16.39499282836914, 1653827394.139161, 'hit']
['s1', '192.240.1.3', 16.42747688293457, 1653827394.171645, 'hit']
['s1', '192.240.1.5', 16.60032081604004, 1653827394.344488, 'hit']
['s1', '192.0.1.9', 16.77370595932007, 1653827394.517873, 'hit']
['s1', '192.240.1.2', 16.829421997070312, 1653827394.573589, 'hit']
['s1', '192.240.1.4', 17.006441831588745, 1653827394.750609, 'hit']
