(0.5019149780273438, 0)
(1.020409107208252, 0)
(1.543576955795288, 0)
(2.0643930435180664, 0)
(2.578434944152832, 0)
(3.105721950531006, 0)
(3.629317045211792, 0)
(4.148545026779175, 0)
(4.6718339920043945, 0)
(5.192543029785156, 0)
(5.715764999389648, 0)
(6.247219085693359, 0)
(6.767466068267822, 0)
(7.293828964233398, 0)
(7.825201034545898, 0)
(8.34843397140503, 0)
(8.867616891860962, 0)
(9.390269994735718, 1)
(9.910205125808716, 0)
(10.435123920440674, 0)
(10.976430892944336, 3)
(11.517275094985962, 0)
(12.047944068908691, 0)
(12.579487085342407, 0)
(13.09629201889038, 1)
(13.611974000930786, 0)
(14.129230976104736, 1)
(14.649718046188354, 1)
(15.175163984298706, 1)
(15.701683044433594, 2)
(16.222196102142334, 1)
(16.74728488922119, 1)
(17.269355058670044, 0)
(17.792952060699463, 0)
(18.31654191017151, 0)
(18.83700704574585, 2)
(19.360711097717285, 0)
(19.884192943572998, 1)
(20.39833402633667, 1)
(20.907777070999146, 0)
(21.41598105430603, 2)
(21.93578004837036, 0)
(22.461929082870483, 0)
(22.97030210494995, 1)
(23.477246046066284, 0)
(23.990483045578003, 0)
(24.50522804260254, 0)
(25.01691699028015, 0)
(25.531646013259888, 0)
(26.043199062347412, 1)
(26.551979064941406, 3)
(27.07725191116333, 2)
(27.585925102233887, 1)
(28.093081951141357, 1)
(28.600574016571045, 1)
(29.109487056732178, 0)
(29.61849594116211, 1)
(30.126038074493408, 0)
(30.63787007331848, 1)
(31.152472972869873, 0)
(31.665728092193604, 1)
(32.173327922821045, 0)
(32.69345307350159, 1)
(33.2025671005249, 1)
(33.71030807495117, 0)
(34.22223997116089, 1)
(34.74060893058777, 0)
(35.25697207450867, 1)
(35.77336502075195, 0)
(36.294944047927856, 1)
(36.81669211387634, 0)
(37.34124994277954, 2)
(37.85862588882446, 0)
(38.38452196121216, 0)
(38.906286001205444, 0)
(39.428436040878296, 1)
(39.94952893257141, 0)
(40.47388792037964, 1)
(41.00118803977966, 0)
(41.52486610412598, 0)
(42.041078090667725, 0)
(42.55564093589783, 1)
(43.07662296295166, 0)
(43.60016989707947, 0)
(44.124913930892944, 0)
(44.64591407775879, 0)
(45.18601202964783, 0)
(45.73858094215393, 0)
(46.27423691749573, 0)
(46.80357503890991, 0)
(47.33315896987915, 0)
(47.85820293426514, 0)
(48.38991689682007, 1)
(48.93273305892944, 0)
(49.44858407974243, 1)
(49.990708112716675, 0)
(50.52218198776245, 2)
(51.03678798675537, 0)
(51.56330990791321, 0)
(52.08276605606079, 1)
(52.59955191612244, 1)
(53.12198090553284, 2)
(53.63950204849243, 0)
(54.167869091033936, 0)
(54.68050694465637, 2)
(55.195297956466675, 0)
(55.716602087020874, 1)
(56.237842082977295, 0)
(56.754791021347046, 0)
(57.27750205993652, 0)
(57.79157304763794, 2)
(58.32978391647339, 1)
(58.843945026397705, 2)
(59.365211963653564, 1)
(59.885026931762695, 0)
(60.40622401237488, 0)
(60.93455410003662, 1)
(61.45724391937256, 0)
(61.97985792160034, 0)
(62.5011260509491, 0)
(63.01947212219238, 0)
(63.52934789657593, 0)
(64.03926110267639, 1)
