['s2', '192.0.10.10', 8.566919088363647, 1654153814.560775, 'hit']
['s2', '192.0.10.10', 9.097769975662231, 1654153815.091626, 'hit']
['s2', '192.0.10.10', 9.203330039978027, 1654153815.197186, 'hit']
['s2', '192.0.10.10', 9.763846158981323, 1654153815.757702, 'hit']
['s2', '192.0.10.10', 9.800060033798218, 1654153815.793916, 'hit']
['s2', '192.0.10.10', 10.367643117904663, 1654153816.361499, 'hit']
['s2', '192.0.10.10', 10.45425009727478, 1654153816.448106, 'hit']
['s2', '192.0.10.10', 10.958970069885254, 1654153816.952826, 'hit']
['s2', '192.0.10.10', 10.990112066268921, 1654153816.983968, 'hit']
['s2', '192.0.10.10', 11.447054147720337, 1654153817.44091, 'hit']
['s2', '192.0.10.10', 11.551208019256592, 1654153817.545065, 'hit']
['s2', '192.240.10.1', 11.790801048278809, 1654153817.784657, 'hit']
['s2', '192.0.10.6', 11.998435974121094, 1654153817.992292, 'hit']
['s2', '192.0.10.10', 12.089353084564209, 1654153818.08321, 'hit']
['s2', '192.240.10.1', 12.409938097000122, 1654153818.403794, 'hit']
['s2', '192.0.10.6', 12.531630992889404, 1654153818.525487, 'hit']
['s2', '192.0.10.10', 12.670838117599487, 1654153818.664695, 'hit']
['s2', '192.0.10.10', 12.750452995300293, 1654153818.744309, 'hit']
['s2', '192.240.10.3', 12.91156005859375, 1654153818.905416, 'hit']
['s2', '192.240.10.2', 13.006663084030151, 1654153819.000519, 'hit']
['s2', '192.240.10.1', 13.038018941879272, 1654153819.031875, 'hit']
['s2', '192.0.10.6', 13.223294973373413, 1654153819.217152, 'hit']
['s2', '192.0.10.10', 13.341045141220093, 1654153819.334901, 'hit']
['s2', '192.240.10.3', 13.531264066696167, 1654153819.525121, 'hit']
['s2', '192.240.10.1', 13.588485956192017, 1654153819.582342, 'hit']
['s2', '192.0.10.6', 13.798666000366211, 1654153819.792523, 'hit']
['s2', '192.0.10.10', 13.891245126724243, 1654153819.885101, 'hit']
['s2', '192.0.10.10', 13.987581014633179, 1654153819.981437, 'hit']
['s2', '192.240.10.3', 14.117471933364868, 1654153820.111328, 'hit']
['s2', '192.240.10.2', 14.203083038330078, 1654153820.19694, 'hit']
['s2', '192.0.10.6', 14.41137409210205, 1654153820.40523, 'hit']
['s2', '192.0.10.10', 14.525262117385864, 1654153820.519119, 'hit']
['s2', '192.240.10.3', 14.79039216041565, 1654153820.784248, 'hit']
['s2', '192.240.10.1', 14.945834159851074, 1654153820.93969, 'hit']
['s2', '192.0.10.6', 15.049509048461914, 1654153821.043366, 'hit']
['s2', '192.0.10.10', 15.18022608757019, 1654153821.174082, 'hit']
['s2', '192.0.10.10', 15.25507402420044, 1654153821.248931, 'hit']
['s2', '192.240.10.3', 15.410851001739502, 1654153821.404707, 'hit']
['s2', '192.240.10.2', 15.472306966781616, 1654153821.466164, 'hit']
['s2', '192.0.10.8', 15.61189603805542, 1654153821.605753, 'hit']
['s2', '192.0.10.6', 15.722809076309204, 1654153821.716665, 'hit']
['s2', '192.240.10.5', 15.761954069137573, 1654153821.75581, 'hit']
['s2', '192.0.10.10', 15.884135961532593, 1654153821.877992, 'hit']
['s2', '192.0.10.9', 15.980154991149902, 1654153821.974012, 'hit']
['s2', '192.240.10.3', 16.0989351272583, 1654153822.092791, 'hit']
['s2', '192.240.10.1', 16.22758197784424, 1654153822.221438, 'hit']
['s2', '192.0.10.7', 16.357656002044678, 1654153822.351512, 'hit']
['s2', '192.240.10.5', 16.444749116897583, 1654153822.438605, 'hit']
['s2', '192.0.10.10', 16.540436029434204, 1654153822.534292, 'hit']
['s2', '192.240.10.4', 16.630733013153076, 1654153822.624589, 'hit']
['s2', '192.240.10.3', 16.7103910446167, 1654153822.704247, 'hit']
['s2', '192.240.10.2', 16.786221981048584, 1654153822.780078, 'hit']
['s2', '192.0.10.8', 16.91461205482483, 1654153822.908469, 'hit']
['s2', '192.0.10.6', 16.99278211593628, 1654153822.986638, 'hit']
['s2', '192.0.10.10', 17.082040071487427, 1654153823.075896, 'hit']
['s2', '192.0.10.9', 17.201799154281616, 1654153823.195655, 'hit']
['s2', '192.240.10.3', 17.307054042816162, 1654153823.300911, 'hit']
['s2', '192.240.10.1', 17.394644021987915, 1654153823.3885, 'hit']
['s2', '192.0.10.7', 17.478284120559692, 1654153823.472141, 'hit']
['s2', '192.240.10.5', 17.619238138198853, 1654153823.613095, 'hit']
['s2', '192.0.10.10', 17.721450090408325, 1654153823.715307, 'hit']
['s2', '192.240.10.4', 17.8629469871521, 1654153823.856803, 'hit']
['s2', '192.240.10.2', 17.97583508491516, 1654153823.969691, 'hit']
['s2', '192.240.10.1', 18.01241111755371, 1654153824.006267, 'hit']
['s2', '192.0.10.8', 18.111891984939575, 1654153824.105748, 'hit']
['s2', '192.0.10.7', 18.138760089874268, 1654153824.132617, 'hit']
['s2', '192.0.10.6', 18.222020149230957, 1654153824.215876, 'hit']
['s2', '192.0.10.10', 18.324957132339478, 1654153824.318813, 'hit']
['s2', '192.240.1.3', 18.391973972320557, 1654153824.38583, 'hit']
['s2', '192.240.10.3', 18.556090116500854, 1654153824.549946, 'hit']
['s2', '192.240.10.2', 18.594577074050903, 1654153824.588433, 'hit']
['s2', '192.240.10.1', 18.693267107009888, 1654153824.687124, 'hit']
['s2', '192.0.10.7', 18.783365964889526, 1654153824.777222, 'hit']
['s2', '192.0.10.6', 18.843189001083374, 1654153824.837046, 'hit']
['s2', '192.0.10.10', 18.922101974487305, 1654153824.915959, 'hit']
['s2', '192.0.10.10', 19.033761978149414, 1654153825.027618, 'hit']
['s2', '192.240.10.4', 19.108580112457275, 1654153825.102436, 'hit']
['s2', '192.240.10.2', 19.214617013931274, 1654153825.208473, 'hit']
['s2', '192.0.10.8', 19.31736707687378, 1654153825.311223, 'hit']
['s2', '192.0.10.6', 19.43971300125122, 1654153825.433569, 'hit']
['s2', '192.0.10.10', 19.549970149993896, 1654153825.543826, 'hit']
['s2', '192.0.10.10', 19.574998140335083, 1654153825.568854, 'hit']
['s2', '192.0.10.9', 19.67706298828125, 1654153825.67092, 'hit']
['s2', '192.240.10.3', 19.790099143981934, 1654153825.783955, 'hit']
['s2', '192.240.10.1', 19.90318512916565, 1654153825.897041, 'hit']
['s2', '192.0.10.7', 19.998300075531006, 1654153825.992156, 'hit']
['s2', '192.240.10.5', 20.11597204208374, 1654153826.109828, 'hit']
['s2', '192.0.10.10', 20.217966079711914, 1654153826.211822, 'hit']
['s2', '192.240.10.4', 20.343765020370483, 1654153826.337622, 'hit']
['s2', '192.240.10.2', 20.445507049560547, 1654153826.439363, 'hit']
['s2', '192.0.10.8', 20.562952041625977, 1654153826.556809, 'hit']
['s2', '192.0.10.6', 20.676970958709717, 1654153826.670828, 'hit']
['s2', '192.0.10.10', 20.7761070728302, 1654153826.769963, 'hit']
['s2', '192.0.10.9', 20.90243101119995, 1654153826.896288, 'hit']
['s2', '192.240.10.3', 20.970417022705078, 1654153826.964274, 'hit']
['s2', '192.240.10.2', 21.008198976516724, 1654153827.002056, 'hit']
['s2', '192.240.10.1', 21.119150161743164, 1654153827.113006, 'hit']
['s2', '192.240.10.102', 21.170889139175415, 1654153827.164745, 'hit']
['s2', '192.0.10.7', 21.23768401145935, 1654153827.23154, 'hit']
['s2', '192.240.10.102', 21.301533937454224, 1654153827.29539, 'hit']
['s2', '192.0.10.10', 21.375401973724365, 1654153827.369259, 'hit']
['s2', '192.0.10.10', 21.469807147979736, 1654153827.463664, 'hit']
['s2', '192.240.10.4', 21.564887046813965, 1654153827.558743, 'hit']
['s2', '192.240.10.2', 21.695996046066284, 1654153827.689853, 'hit']
['s2', '192.240.10.1', 21.726952075958252, 1654153827.720809, 'hit']
['s2', '192.0.10.8', 21.783043146133423, 1654153827.776899, 'hit']
['s2', '192.0.10.6', 21.93897294998169, 1654153827.932829, 'hit']
['s2', '192.240.10.5', 21.967577934265137, 1654153827.961434, 'hit']
['s2', '192.0.10.10', 22.055356979370117, 1654153828.049213, 'hit']
['s2', '192.0.10.9', 22.190717935562134, 1654153828.184574, 'hit']
['s2', '192.240.10.3', 22.268425941467285, 1654153828.262283, 'hit']
['s2', '192.240.10.1', 22.399381160736084, 1654153828.393237, 'hit']
['s2', '192.240.10.105', 22.431364059448242, 1654153828.425221, 'hit']
['s2', '192.0.10.7', 22.480147123336792, 1654153828.474003, 'hit']
['s2', '192.0.10.6', 22.53073811531067, 1654153828.524595, 'hit']
['s2', '192.240.10.5', 22.638761043548584, 1654153828.632617, 'hit']
['s2', '192.0.10.10', 22.707077026367188, 1654153828.700933, 'hit']
['s2', '192.0.10.9', 22.74311900138855, 1654153828.736975, 'hit']
['s2', '192.240.10.4', 22.83608603477478, 1654153828.829942, 'hit']
['s2', '192.240.10.2', 22.931117057800293, 1654153828.924973, 'hit']
['s2', '192.0.10.8', 23.05055809020996, 1654153829.044415, 'hit']
['s2', '192.0.10.6', 23.13874316215515, 1654153829.132599, 'hit']
['s2', '192.240.10.5', 23.161118984222412, 1654153829.154976, 'hit']
['s2', '192.0.10.10', 23.254387140274048, 1654153829.248243, 'hit']
['s2', '192.240.10.2', 23.29083800315857, 1654153829.284694, 'hit']
['s2', '192.0.10.9', 23.342205047607422, 1654153829.336061, 'hit']
['s2', '192.240.10.4', 23.383126974105835, 1654153829.376984, 'hit']
['s2', '192.240.10.3', 23.51403498649597, 1654153829.507904, 'hit']
['s2', '192.240.10.102', 23.598233938217163, 1654153829.592091, 'hit']
['s2', '192.0.10.8', 23.627233028411865, 1654153829.621089, 'hit']
['s2', '192.0.10.7', 23.723870038986206, 1654153829.717726, 'hit']
