['s4', '192.0.10.10', 6.610445022583008, 1654154631.437038, 'hit']
['s4', '192.0.10.10', 7.080964088439941, 1654154631.907556, 'hit']
['s4', '192.0.10.10', 7.125217914581299, 1654154631.95181, 'hit']
['s4', '192.0.10.10', 7.227823972702026, 1654154632.054417, 'hit']
['s4', '192.0.10.10', 7.730381965637207, 1654154632.556974, 'hit']
['s4', '192.0.10.10', 7.76466703414917, 1654154632.591259, 'hit']
['s4', '192.0.10.10', 8.778033018112183, 1654154633.604626, 'hit']
['s4', '192.0.10.10', 9.411098957061768, 1654154634.237692, 'hit']
['s4', '192.0.10.10', 9.485440015792847, 1654154634.312033, 'hit']
['s4', '192.0.10.7', 10.294973134994507, 1654154635.121565, 'hit']
['s4', '192.0.10.7', 10.547138929367065, 1654154635.373731, 'hit']
['s4', '192.0.10.7', 10.791492938995361, 1654154635.618085, 'hit']
['s4', '192.0.10.7', 10.928888082504272, 1654154635.75548, 'hit']
['s4', '192.0.10.7', 11.146289110183716, 1654154635.972881, 'hit']
['s4', '192.0.10.7', 11.378875970840454, 1654154636.205468, 'hit']
['s4', '192.0.10.7', 11.46662712097168, 1654154636.29322, 'hit']
['s4', '192.0.10.7', 11.758147954940796, 1654154636.58474, 'hit']
['s4', '192.0.10.7', 12.004571914672852, 1654154636.831164, 'hit']
['s4', '192.0.10.8', 12.064799070358276, 1654154636.891391, 'hit']
['s4', '192.0.10.8', 12.613138914108276, 1654154637.439732, 'hit']
['s4', '192.0.10.8', 12.66637897491455, 1654154637.492972, 'hit']
['s4', '192.0.10.8', 12.824664115905762, 1654154637.651256, 'hit']
['s4', '192.0.10.9', 12.969380140304565, 1654154637.795972, 'hit']
['s4', '192.240.10.5', 13.017455101013184, 1654154637.844047, 'hit']
['s4', '192.0.10.9', 13.145848035812378, 1654154637.972441, 'hit']
['s4', '192.0.10.8', 13.222739934921265, 1654154638.049332, 'hit']
['s4', '192.0.10.8', 13.437912940979004, 1654154638.264505, 'hit']
['s4', '192.0.10.9', 13.509313106536865, 1654154638.335905, 'hit']
['s4', '192.0.10.9', 13.589864015579224, 1654154638.416457, 'hit']
['s4', '192.0.10.9', 13.793152093887329, 1654154638.619744, 'hit']
['s4', '192.0.10.8', 13.90670108795166, 1654154638.733293, 'hit']
['s4', '192.0.10.6', 14.033050060272217, 1654154638.859642, 'hit']
['s4', '192.0.10.6', 14.139408111572266, 1654154638.966001, 'hit']
['s4', '192.0.10.9', 14.201450109481812, 1654154639.028043, 'hit']
['s4', '192.0.10.9', 14.288383960723877, 1654154639.114977, 'hit']
['s4', '192.240.10.107', 14.39875602722168, 1654154639.225348, 'hit']
['s4', '192.0.10.8', 14.511089086532593, 1654154639.337682, 'hit']
['s4', '192.0.10.6', 14.64456295967102, 1654154639.471155, 'hit']
['s4', '192.0.10.8', 14.67396092414856, 1654154639.500554, 'hit']
['s4', '192.0.10.6', 14.787490129470825, 1654154639.614082, 'hit']
['s4', '192.0.10.9', 15.045772075653076, 1654154639.872365, 'hit']
['s4', '192.0.10.6', 15.260517120361328, 1654154640.08711, 'hit']
['s4', '192.0.10.6', 15.301573991775513, 1654154640.128166, 'hit']
['s4', '192.0.10.6', 15.42367696762085, 1654154640.25027, 'hit']
['s4', '192.0.10.9', 15.512782096862793, 1654154640.339375, 'hit']
['s4', '192.0.10.6', 15.795257091522217, 1654154640.62185, 'hit']
['s4', '192.0.10.6', 15.90059208869934, 1654154640.727184, 'hit']
['s4', '192.0.1.8', 113.83050107955933, 1654154738.657093, 'hit']
['s4', '192.0.1.8', 115.47794008255005, 1654154740.304532, 'hit']
['s4', '192.0.1.8', 115.90598893165588, 1654154740.732581, 'hit']
['s4', '192.0.1.8', 116.2979850769043, 1654154741.124577, 'hit']
['s4', '192.0.1.8', 117.91798114776611, 1654154742.744573, 'hit']
['s4', '192.0.1.8', 118.40252709388733, 1654154743.229119, 'hit']
['s4', '192.0.1.8', 118.64678907394409, 1654154743.473381, 'hit']
['s4', '192.0.1.8', 120.34099912643433, 1654154745.167591, 'hit']
['s4', '192.0.1.8', 120.9577910900116, 1654154745.784383, 'hit']
['s4', '192.0.1.8', 121.27990412712097, 1654154746.106496, 'hit']
['s4', '192.0.1.8', 122.88130497932434, 1654154747.707897, 'hit']
['s4', '192.0.1.8', 123.6204400062561, 1654154748.447033, 'hit']
['s4', '192.0.1.8', 123.8625419139862, 1654154748.689134, 'hit']
['s4', '192.0.1.8', 125.3024251461029, 1654154750.129017, 'hit']
['s4', '192.0.1.8', 126.05913209915161, 1654154750.885724, 'hit']
['s4', '192.0.1.8', 126.42140913009644, 1654154751.248002, 'hit']
['s4', '192.0.1.8', 127.8500280380249, 1654154752.67662, 'hit']
['s4', '192.0.1.8', 128.59482312202454, 1654154753.421415, 'hit']
['s4', '192.0.1.8', 128.93892002105713, 1654154753.765513, 'hit']
['s4', '192.240.1.2', 129.03265810012817, 1654154753.859251, 'hit']
['s4', '192.0.1.8', 130.386568069458, 1654154755.21316, 'hit']
['s4', '192.0.1.8', 131.2870750427246, 1654154756.113667, 'hit']
['s4', '192.0.1.8', 131.50144910812378, 1654154756.328041, 'hit']
['s4', '192.0.1.8', 132.97044396400452, 1654154757.797036, 'hit']
['s4', '192.0.1.8', 133.81366896629333, 1654154758.640262, 'hit']
['s4', '192.0.1.8', 133.9085669517517, 1654154758.735159, 'hit']
['s4', '192.0.1.8', 135.48926711082458, 1654154760.315859, 'hit']
['s4', '192.0.1.8', 136.22752714157104, 1654154761.054119, 'hit']
['s4', '192.0.1.8', 136.38733291625977, 1654154761.213925, 'hit']
['s4', '192.0.1.8', 137.97380208969116, 1654154762.800394, 'hit']
['s4', '192.0.10.116', 138.01266312599182, 1654154762.839255, 'hit']
['s4', '192.0.1.8', 138.66683101654053, 1654154763.493424, 'hit']
['s4', '192.0.1.8', 138.724937915802, 1654154763.55153, 'hit']
['s4', '192.0.1.8', 140.36240696907043, 1654154765.188999, 'hit']
['s4', '192.0.1.8', 141.09336709976196, 1654154765.919959, 'hit']
['s4', '192.0.1.8', 141.1534481048584, 1654154765.98004, 'hit']
['s4', '192.0.1.8', 142.84309101104736, 1654154767.669683, 'hit']
['s4', '192.0.1.8', 143.6018350124359, 1654154768.428428, 'hit']
['s4', '192.0.1.8', 143.6504681110382, 1654154768.477061, 'hit']
['s4', '192.0.1.8', 145.28943395614624, 1654154770.116026, 'hit']
['s4', '192.0.1.8', 146.04624891281128, 1654154770.872842, 'hit']
['s4', '192.0.1.8', 147.7322609424591, 1654154772.558853, 'hit']
['s4', '192.0.1.8', 148.44804191589355, 1654154773.274634, 'hit']
['s4', '192.0.1.8', 150.06746292114258, 1654154774.894055, 'hit']
['s4', '192.0.1.8', 150.77785396575928, 1654154775.604446, 'hit']
['s4', '192.0.1.8', 152.5974190235138, 1654154777.424011, 'hit']
['s4', '192.0.1.8', 153.27896094322205, 1654154778.105553, 'hit']
['s4', '192.0.1.8', 153.33234095573425, 1654154778.158933, 'hit']
['s4', '192.0.1.8', 155.07050395011902, 1654154779.897097, 'hit']
['s4', '192.240.10.3', 155.1277871131897, 1654154779.954379, 'hit']
['s4', '192.0.1.8', 155.7254719734192, 1654154780.552064, 'hit']
['s4', '192.0.1.8', 155.76336812973022, 1654154780.589961, 'hit']
['s4', '192.0.1.8', 157.66621494293213, 1654154782.492807, 'hit']
['s4', '192.0.1.8', 158.36186599731445, 1654154783.188458, 'hit']
['s4', '192.240.10.3', 158.39778304100037, 1654154783.224375, 'hit']
['s4', '192.0.1.8', 159.99890804290771, 1654154784.8255, 'hit']
['s4', '192.0.1.8', 160.61475110054016, 1654154785.441343, 'hit']
['s4', '192.0.1.8', 160.7051179409027, 1654154785.53171, 'hit']
['s4', '192.0.1.8', 162.32287406921387, 1654154787.149466, 'hit']
['s4', '192.0.1.8', 162.99301505088806, 1654154787.819607, 'hit']
['s4', '192.0.1.8', 163.0637059211731, 1654154787.890298, 'hit']
['s4', '192.0.1.8', 164.83064913749695, 1654154789.657241, 'hit']
['s4', '192.0.1.8', 165.42875814437866, 1654154790.25535, 'hit']
['s4', '192.0.1.8', 165.5790319442749, 1654154790.405624, 'hit']
['s4', '192.0.1.8', 167.8624279499054, 1654154792.68902, 'hit']
['s4', '192.0.1.8', 170.26694202423096, 1654154795.093535, 'hit']
