['s1', '192.240.1.2', 8.905574798583984, 'hit']
['s1', '192.240.1.2', 8.937329769134521, 'hit']
['s1', '192.240.1.2', 9.353431940078735, 'hit']
['s1', '192.240.1.2', 9.425740957260132, 'hit']
['s1', '192.240.1.4', 9.498212814331055, 'hit']
['s1', '192.0.1.6', 9.599624872207642, 'hit']
['s1', '192.0.1.8', 9.673468828201294, 'hit']
['s1', '192.0.1.7', 9.701513767242432, 'hit']
['s1', '192.0.1.9', 9.804839849472046, 'hit']
['s1', '192.240.1.2', 9.889600992202759, 'hit']
['s1', '192.240.1.2', 9.90903377532959, 'hit']
['s1', '192.240.1.1', 9.988303899765015, 'hit']
['s1', '192.240.1.4', 10.053881883621216, 'hit']
['s1', '192.0.1.6', 10.130764961242676, 'hit']
['s1', '192.240.1.5', 10.152962923049927, 'hit']
['s1', '192.0.1.8', 10.230203866958618, 'hit']
['s1', '192.0.1.7', 10.258229970932007, 'hit']
['s1', '192.0.1.10', 10.318418979644775, 'hit']
['s1', '192.240.1.2', 10.41853380203247, 'hit']
['s1', '192.240.1.1', 10.48208498954773, 'hit']
['s1', '192.240.1.4', 10.50580096244812, 'hit']
['s1', '192.240.1.3', 10.601686954498291, 'hit']
['s1', '192.240.1.5', 10.673780918121338, 'hit']
['s1', '192.0.1.8', 10.697932958602905, 'hit']
['s1', '192.0.1.7', 10.76969289779663, 'hit']
['s1', '192.0.1.10', 10.80567479133606, 'hit']
['s1', '192.0.1.9', 10.86055588722229, 'hit']
['s1', '192.240.1.2', 10.94962477684021, 'hit']
['s1', '192.240.1.1', 10.977296829223633, 'hit']
['s1', '192.240.1.4', 11.016946792602539, 'hit']
['s1', '192.240.1.3', 11.045845985412598, 'hit']
['s1', '192.0.1.6', 11.12588381767273, 'hit']
['s1', '192.240.1.5', 11.15343689918518, 'hit']
['s1', '192.0.1.8', 11.201684951782227, 'hit']
['s1', '192.0.1.7', 11.229464769363403, 'hit']
['s1', '192.0.1.10', 11.308271884918213, 'hit']
['s1', '192.240.1.2', 11.377907991409302, 'hit']
['s1', '192.240.1.1', 11.470236778259277, 'hit']
['s1', '192.240.1.4', 11.505514860153198, 'hit']
