['s4', '192.0.1.6', 14.81538701057434, 'hit']
['s4', '192.0.1.8', 14.892823934555054, 'hit']
['s4', '192.0.1.7', 14.967556953430176, 'hit']
['s4', '192.0.1.10', 15.000324964523315, 'hit']
['s4', '192.0.1.9', 15.047456979751587, 'hit']
['s4', '192.0.10.10', 15.671412944793701, 'hit']
['s4', '192.0.10.10', 16.54947805404663, 'hit']
['s4', '192.0.10.9', 16.73582410812378, 'hit']
['s4', '192.0.10.113', 17.404083967208862, 'hit']
['s4', '192.0.10.119', 17.517122983932495, 'hit']
['s4', '192.0.10.117', 17.58526110649109, 'hit']
['s4', '192.0.10.8', 17.620424032211304, 'hit']
['s4', '192.0.10.114', 17.683856964111328, 'hit']
['s4', '192.0.10.9', 17.752933979034424, 'hit']
['s4', '192.0.2.7', 17.807373046875, 'hit']
['s4', '192.0.10.118', 17.872962951660156, 'hit']
['s4', '192.0.10.116', 17.941380977630615, 'hit']
['s4', '192.0.10.6', 17.981702089309692, 'hit']
['s4', '192.0.10.115', 18.05897307395935, 'hit']
['s4', '192.0.10.111', 18.124069929122925, 'hit']
['s4', '192.0.2.6', 18.185638904571533, 'hit']
['s4', '192.0.10.112', 18.22950005531311, 'hit']
['s4', '192.0.2.8', 18.266032934188843, 'hit']
['s4', '192.0.10.113', 18.32408308982849, 'hit']
['s4', '192.0.2.10', 18.362385034561157, 'hit']
['s4', '192.0.10.119', 18.423733949661255, 'hit']
['s4', '192.0.10.10', 18.508378982543945, 'hit']
['s4', '192.0.10.8', 18.545932054519653, 'hit']
['s4', '192.0.10.9', 18.58841300010681, 'hit']
['s4', '192.0.10.114', 18.629772901535034, 'hit']
['s4', '192.0.10.120', 18.75186800956726, 'hit']
['s4', '192.0.10.7', 18.815020084381104, 'hit']
['s4', '192.0.10.118', 18.878863096237183, 'hit']
['s4', '192.0.1.6', 18.920262098312378, 'hit']
['s4', '192.0.10.116', 18.964412927627563, 'hit']
['s4', '192.0.10.9', 19.026446104049683, 'hit']
['s4', '192.0.10.115', 19.066030025482178, 'hit']
['s4', '192.0.1.10', 19.10874605178833, 'hit']
['s4', '192.0.10.111', 19.14708709716797, 'hit']
['s4', '192.0.1.9', 19.188406944274902, 'hit']
['s4', '192.0.10.112', 19.248981952667236, 'hit']
['s4', '192.0.10.10', 19.355397939682007, 'hit']
['s4', '192.0.2.7', 19.41424798965454, 'hit']
['s4', '192.0.10.119', 19.5031840801239, 'hit']
['s4', '192.0.10.117', 19.586024045944214, 'hit']
['s4', '192.0.10.114', 19.68112301826477, 'hit']
['s4', '192.0.10.9', 19.745080947875977, 'hit']
['s4', '192.0.2.6', 19.79880690574646, 'hit']
['s4', '192.0.10.119', 19.840457916259766, 'hit']
['s4', '192.0.2.8', 19.870556116104126, 'hit']
['s4', '192.0.10.117', 19.938370943069458, 'hit']
['s4', '192.0.2.10', 19.98627805709839, 'hit']
['s4', '192.0.10.115', 20.02881407737732, 'hit']
['s4', '192.0.1.8', 20.072591066360474, 'hit']
['s4', '192.0.10.120', 20.123027086257935, 'hit']
['s4', '192.0.3.7', 20.17812705039978, 'hit']
['s4', '192.0.10.118', 20.2260160446167, 'hit']
['s4', '192.0.10.116', 20.29391598701477, 'hit']
['s4', '192.0.10.6', 20.32093596458435, 'hit']
['s4', '192.0.10.113', 20.379838943481445, 'hit']
['s4', '192.0.10.115', 20.418410062789917, 'hit']
['s4', '192.0.10.119', 20.487313985824585, 'hit']
['s4', '192.0.10.10', 20.509113073349, 'hit']
['s4', '192.0.2.9', 20.533579111099243, 'hit']
['s4', '192.0.10.8', 20.5836501121521, 'hit']
['s4', '192.0.3.8', 20.612031936645508, 'hit']
['s4', '192.0.10.114', 20.663728952407837, 'hit']
['s4', '192.0.10.10', 20.688616037368774, 'hit']
['s4', '192.0.3.10', 20.71357011795044, 'hit']
['s4', '192.0.10.7', 20.753286123275757, 'hit']
