['s2', '192.0.10.10', 21.561693906784058, 1654154972.16882, 'hit']
['s2', '192.0.10.10', 21.649760007858276, 1654154972.256886, 'hit']
['s2', '192.0.10.10', 22.347041845321655, 1654154972.954167, 'hit']
['s2', '192.0.10.10', 22.38936185836792, 1654154972.996487, 'hit']
['s2', '192.0.10.10', 23.038209915161133, 1654154973.645335, 'hit']
['s2', '192.0.10.10', 23.185730934143066, 1654154973.792857, 'hit']
['s2', '192.0.10.10', 23.776237964630127, 1654154974.383363, 'hit']
['s2', '192.0.10.10', 24.402655839920044, 1654154975.009782, 'hit']
['s2', '192.0.10.10', 24.473832845687866, 1654154975.080958, 'hit']
['s2', '192.0.10.10', 25.16899299621582, 1654154975.776119, 'hit']
['s2', '192.0.10.10', 25.818768978118896, 1654154976.425895, 'hit']
['s2', '192.0.10.10', 25.941566944122314, 1654154976.548692, 'hit']
['s2', '192.0.10.10', 26.586283922195435, 1654154977.193409, 'hit']
['s2', '192.0.10.10', 26.625356912612915, 1654154977.232482, 'hit']
['s2', '192.0.10.10', 27.306077003479004, 1654154977.913203, 'hit']
['s2', '192.0.10.10', 27.39303684234619, 1654154978.000163, 'hit']
['s2', '192.0.10.10', 28.055168867111206, 1654154978.662295, 'hit']
['s2', '192.0.10.10', 28.11047101020813, 1654154978.717597, 'hit']
['s2', '192.0.10.10', 28.752315998077393, 1654154979.359442, 'hit']
['s2', '192.0.10.10', 28.861247062683105, 1654154979.468373, 'hit']
['s2', '192.0.10.10', 29.449687004089355, 1654154980.056812, 'hit']
['s2', '192.0.10.10', 30.21414589881897, 1654154980.821272, 'hit']
['s2', '192.0.10.10', 30.269096851348877, 1654154980.876223, 'hit']
['s2', '192.0.10.10', 30.8903169631958, 1654154981.497443, 'hit']
['s2', '192.0.10.10', 30.945438861846924, 1654154981.552564, 'hit']
['s2', '192.0.10.10', 31.5941219329834, 1654154982.201247, 'hit']
['s2', '192.0.10.10', 31.73372793197632, 1654154982.340982, 'hit']
['s2', '192.0.10.10', 32.31590986251831, 1654154982.923035, 'hit']
['s2', '192.240.10.3', 32.37117886543274, 1654154982.978304, 'hit']
['s2', '192.0.10.10', 33.06593298912048, 1654154983.673059, 'hit']
['s2', '192.0.10.10', 33.14780402183533, 1654154983.75493, 'hit']
['s2', '192.0.10.10', 33.842721939086914, 1654154984.449849, 'hit']
['s2', '192.0.10.10', 34.5465989112854, 1654154985.153724, 'hit']
['s2', '192.0.10.10', 34.67481589317322, 1654154985.281941, 'hit']
['s2', '192.0.10.10', 35.31526184082031, 1654154985.922388, 'hit']
['s2', '192.0.10.10', 35.34529685974121, 1654154985.952422, 'hit']
['s2', '192.0.10.10', 36.01807498931885, 1654154986.625201, 'hit']
['s2', '192.0.10.10', 36.07472896575928, 1654154986.681854, 'hit']
['s2', '192.0.10.10', 36.810701847076416, 1654154987.417828, 'hit']
['s2', '192.0.10.10', 37.43338203430176, 1654154988.040507, 'hit']
['s2', '192.0.10.10', 37.529762983322144, 1654154988.136889, 'hit']
['s2', '192.0.10.10', 38.1673150062561, 1654154988.774441, 'hit']
['s2', '192.0.10.10', 38.93034386634827, 1654154989.537469, 'hit']
['s2', '192.0.10.10', 38.98958492279053, 1654154989.596711, 'hit']
['s2', '192.0.10.10', 39.645442962646484, 1654154990.252568, 'hit']
['s2', '192.0.10.10', 40.342195987701416, 1654154990.949322, 'hit']
['s2', '192.0.10.10', 40.42975091934204, 1654154991.036876, 'hit']
['s2', '192.0.10.10', 41.02998900413513, 1654154991.637114, 'hit']
['s2', '192.0.10.10', 41.08161997795105, 1654154991.688745, 'hit']
['s2', '192.0.10.10', 41.68212699890137, 1654154992.289253, 'hit']
['s2', '192.0.10.10', 41.77671003341675, 1654154992.383835, 'hit']
['s2', '192.0.10.10', 42.42042398452759, 1654154993.02755, 'hit']
['s2', '192.0.10.10', 42.46653985977173, 1654154993.073665, 'hit']
['s2', '192.0.10.10', 43.069786071777344, 1654154993.676912, 'hit']
['s2', '192.0.10.10', 43.201048851013184, 1654154993.808174, 'hit']
['s2', '192.0.10.10', 43.88823485374451, 1654154994.49536, 'hit']
['s2', '192.0.10.10', 43.917271852493286, 1654154994.524397, 'hit']
['s2', '192.0.10.10', 44.541831970214844, 1654154995.148957, 'hit']
['s2', '192.0.10.10', 44.61227488517761, 1654154995.219401, 'hit']
['s2', '192.0.10.10', 45.269582986831665, 1654154995.876709, 'hit']
['s2', '192.0.10.10', 45.31438684463501, 1654154995.921513, 'hit']
['s2', '192.0.10.10', 45.83118987083435, 1654154996.438315, 'hit']
['s2', '192.0.10.10', 46.70794105529785, 1654154997.315067, 'hit']
['s2', '192.0.10.10', 47.35009288787842, 1654154997.957218, 'hit']
['s2', '192.0.10.10', 47.97449493408203, 1654154998.58162, 'hit']
['s2', '192.0.10.10', 48.02949595451355, 1654154998.636622, 'hit']
['s2', '192.0.10.10', 48.669759035110474, 1654154999.276884, 'hit']
['s2', '192.0.10.10', 49.2175350189209, 1654154999.82466, 'hit']
['s2', '192.0.10.10', 49.31814789772034, 1654154999.925274, 'hit']
['s2', '192.0.10.10', 49.89289903640747, 1654155000.500024, 'hit']
['s2', '192.0.10.10', 50.517552852630615, 1654155001.124678, 'hit']
['s2', '192.0.10.10', 50.61088800430298, 1654155001.218014, 'hit']
['s2', '192.0.10.10', 51.24207091331482, 1654155001.849196, 'hit']
['s2', '192.0.10.10', 51.27827787399292, 1654155001.885404, 'hit']
['s2', '192.0.10.10', 51.86642384529114, 1654155002.473549, 'hit']
['s2', '192.0.10.10', 51.961758852005005, 1654155002.568884, 'hit']
['s2', '192.0.10.10', 52.52267789840698, 1654155003.129803, 'hit']
['s2', '192.0.10.10', 52.55331993103027, 1654155003.160445, 'hit']
['s2', '192.0.10.10', 53.08901405334473, 1654155003.696139, 'hit']
['s2', '192.0.10.10', 53.161624908447266, 1654155003.76875, 'hit']
['s2', '192.0.10.10', 53.77377700805664, 1654155004.380902, 'hit']
['s2', '192.0.10.10', 54.490768909454346, 1654155005.097894, 'hit']
['s2', '192.0.10.10', 54.57327103614807, 1654155005.180396, 'hit']
['s2', '192.0.10.10', 55.20745897293091, 1654155005.814584, 'hit']
['s2', '192.0.10.10', 55.24702596664429, 1654155005.854152, 'hit']
['s2', '192.0.10.10', 55.94931697845459, 1654155006.556443, 'hit']
['s2', '192.0.10.10', 55.98677396774292, 1654155006.593899, 'hit']
['s2', '192.0.10.10', 56.55763101577759, 1654155007.164756, 'hit']
['s2', '192.0.10.10', 57.10160803794861, 1654155007.708733, 'hit']
['s2', '192.0.10.10', 57.199424028396606, 1654155007.80655, 'hit']
['s2', '192.0.10.10', 57.78832387924194, 1654155008.395449, 'hit']
['s2', '192.0.10.10', 58.412946939468384, 1654155009.020072, 'hit']
['s2', '192.0.10.10', 58.46947193145752, 1654155009.076598, 'hit']
['s2', '192.0.10.10', 59.074689865112305, 1654155009.681815, 'hit']
['s2', '192.0.10.10', 59.74969005584717, 1654155010.356815, 'hit']
['s2', '192.0.10.10', 59.84609293937683, 1654155010.453218, 'hit']
['s2', '192.0.10.10', 60.34663105010986, 1654155010.953756, 'hit']
['s2', '192.0.10.10', 61.082069873809814, 1654155011.689196, 'hit']
['s2', '192.0.10.10', 61.17846202850342, 1654155011.785587, 'hit']
['s2', '192.0.10.10', 61.818865060806274, 1654155012.425991, 'hit']
['s2', '192.0.10.10', 62.526103019714355, 1654155013.133229, 'hit']
['s2', '192.0.10.10', 62.66949200630188, 1654155013.276617, 'hit']
['s2', '192.0.10.10', 63.213624000549316, 1654155013.820749, 'hit']
['s2', '192.0.10.10', 63.783087968826294, 1654155014.390214, 'hit']
['s2', '192.0.10.10', 64.38276290893555, 1654155014.989888, 'hit']
['s2', '192.0.10.10', 64.41351890563965, 1654155015.020644, 'hit']
['s2', '192.0.10.10', 64.9010100364685, 1654155015.508136, 'hit']
['s2', '192.0.10.10', 64.98266792297363, 1654155015.589793, 'hit']
['s2', '192.0.10.10', 65.46168088912964, 1654155016.068807, 'hit']
['s2', '192.0.10.10', 65.5023820400238, 1654155016.109507, 'hit']
['s2', '192.0.10.10', 66.06371784210205, 1654155016.670843, 'hit']
['s2', '192.0.10.10', 66.1525399684906, 1654155016.759665, 'hit']
['s2', '192.0.10.10', 66.68546485900879, 1654155017.292591, 'hit']
['s2', '192.0.10.10', 66.70150089263916, 1654155017.308626, 'hit']
['s2', '192.0.10.10', 67.29607486724854, 1654155017.903201, 'hit']
['s2', '192.0.10.10', 67.40431094169617, 1654155018.011437, 'hit']
['s2', '192.0.10.10', 68.01060700416565, 1654155018.617732, 'hit']
['s2', '192.0.10.10', 68.05978989601135, 1654155018.666916, 'hit']
['s2', '192.0.10.10', 68.65315294265747, 1654155019.260279, 'hit']
['s2', '192.0.10.10', 68.73810195922852, 1654155019.345228, 'hit']
['s2', '192.0.10.10', 69.46613788604736, 1654155020.073263, 'hit']
['s2', '192.0.10.10', 70.0512318611145, 1654155020.658357, 'hit']
['s2', '192.0.10.10', 70.13417387008667, 1654155020.7413, 'hit']
['s2', '192.0.10.10', 70.72866106033325, 1654155021.335786, 'hit']
['s2', '192.0.10.10', 70.7622320652008, 1654155021.369357, 'hit']
['s2', '192.0.10.10', 71.34354305267334, 1654155021.950668, 'hit']
['s2', '192.0.10.10', 71.40652394294739, 1654155022.01365, 'hit']
['s2', '192.0.10.10', 72.00067687034607, 1654155022.607802, 'hit']
['s2', '192.0.10.10', 72.61529588699341, 1654155023.222422, 'hit']
['s2', '192.0.10.10', 72.70904803276062, 1654155023.316174, 'hit']
['s2', '192.0.10.10', 73.28034687042236, 1654155023.887472, 'hit']
['s2', '192.0.10.10', 73.31111598014832, 1654155023.918242, 'hit']
['s2', '192.0.10.10', 73.8857638835907, 1654155024.49289, 'hit']
['s2', '192.0.10.10', 73.9587550163269, 1654155024.56588, 'hit']
['s2', '192.0.10.10', 74.49522805213928, 1654155025.102353, 'hit']
['s2', '192.0.10.10', 74.52647185325623, 1654155025.133597, 'hit']
['s2', '192.0.10.10', 75.1017849445343, 1654155025.70891, 'hit']
['s2', '192.0.10.10', 75.17321300506592, 1654155025.780338, 'hit']
['s2', '192.0.10.10', 75.72152090072632, 1654155026.328647, 'hit']
['s2', '192.0.10.10', 76.28478789329529, 1654155026.891914, 'hit']
['s2', '192.0.10.10', 76.33277893066406, 1654155026.939904, 'hit']
['s2', '192.0.10.10', 76.92855405807495, 1654155027.535679, 'hit']
['s2', '192.0.10.10', 77.57490491867065, 1654155028.18203, 'hit']
['s2', '192.0.10.10', 77.71079587936401, 1654155028.317922, 'hit']
['s2', '192.0.10.10', 78.28500699996948, 1654155028.892133, 'hit']
['s2', '192.0.10.10', 78.98164892196655, 1654155029.588774, 'hit']
['s2', '192.0.10.10', 79.05813193321228, 1654155029.665258, 'hit']
['s2', '192.0.10.10', 79.70272088050842, 1654155030.309847, 'hit']
['s2', '192.0.10.10', 80.33372402191162, 1654155030.940849, 'hit']
['s2', '192.0.10.10', 80.4587390422821, 1654155031.065865, 'hit']
['s2', '192.0.10.10', 81.0066339969635, 1654155031.613759, 'hit']
['s2', '192.0.10.10', 81.57107901573181, 1654155032.178204, 'hit']
['s2', '192.0.10.10', 81.62981796264648, 1654155032.236944, 'hit']
['s2', '192.0.10.10', 82.16117286682129, 1654155032.768298, 'hit']
['s2', '192.0.10.10', 82.84523606300354, 1654155033.452361, 'hit']
['s2', '192.0.10.10', 82.98943591117859, 1654155033.596562, 'hit']
['s2', '192.0.10.10', 83.53293800354004, 1654155034.140064, 'hit']
['s2', '192.0.10.10', 84.24219298362732, 1654155034.84932, 'hit']
['s2', '192.0.10.10', 84.30296492576599, 1654155034.910091, 'hit']
['s2', '192.0.10.10', 84.95637488365173, 1654155035.563501, 'hit']
['s2', '192.0.10.10', 85.60220503807068, 1654155036.20933, 'hit']
['s2', '192.0.10.10', 85.71453905105591, 1654155036.321665, 'hit']
['s2', '192.0.10.10', 86.31344485282898, 1654155036.920571, 'hit']
['s2', '192.240.10.4', 86.37871503829956, 1654155036.985841, 'hit']
