['s4', '192.0.1.6', 10.717342853546143, 1654120430.8549, 'hit']
['s4', '192.0.1.6', 10.786297082901001, 1654120430.923854, 'hit']
['s4', '192.0.1.6', 11.416879892349243, 1654120431.554437, 'hit']
['s4', '192.0.1.6', 12.091077089309692, 1654120432.228635, 'hit']
['s4', '192.0.1.6', 12.107227087020874, 1654120432.244784, 'hit']
['s4', '192.0.1.6', 12.908159971237183, 1654120433.045718, 'hit']
['s4', '192.0.10.10', 13.055160999298096, 1654120433.192719, 'hit']
['s4', '192.0.1.6', 13.250830888748169, 1654120433.388388, 'hit']
['s4', '192.0.1.8', 13.418511867523193, 1654120433.55607, 'hit']
['s4', '192.0.1.8', 13.604256868362427, 1654120433.741814, 'hit']
['s4', '192.0.1.8', 13.836936950683594, 1654120433.974494, 'hit']
['s4', '192.0.1.7', 13.889219999313354, 1654120434.026777, 'hit']
['s4', '192.0.1.6', 14.061928987503052, 1654120434.199486, 'hit']
['s4', '192.0.1.8', 14.167093992233276, 1654120434.304652, 'hit']
['s4', '192.0.1.8', 14.213864088058472, 1654120434.351421, 'hit']
['s4', '192.0.1.7', 14.257402896881104, 1654120434.39496, 'hit']
['s4', '192.0.1.9', 14.364155054092407, 1654120434.501712, 'hit']
['s4', '192.0.1.8', 14.514683961868286, 1654120434.652242, 'hit']
['s4', '192.0.10.10', 14.617825984954834, 1654120434.755383, 'hit']
['s4', '192.0.1.9', 14.706975936889648, 1654120434.844534, 'hit']
['s4', '192.0.1.6', 14.816642045974731, 1654120434.9542, 'hit']
['s4', '192.0.1.8', 14.869423866271973, 1654120435.006981, 'hit']
['s4', '192.0.1.8', 14.925514936447144, 1654120435.063072, 'hit']
['s4', '192.0.1.9', 15.021718978881836, 1654120435.159276, 'hit']
['s4', '192.0.1.9', 15.166635036468506, 1654120435.304192, 'hit']
['s4', '192.0.1.8', 15.262217044830322, 1654120435.399775, 'hit']
['s4', '192.0.1.7', 15.319797992706299, 1654120435.457355, 'hit']
['s4', '192.0.1.9', 15.476440906524658, 1654120435.613998, 'hit']
['s4', '192.0.1.7', 15.583155870437622, 1654120435.720713, 'hit']
['s4', '192.0.1.9', 15.734068870544434, 1654120435.871626, 'hit']
['s4', '192.0.1.7', 15.812607049942017, 1654120435.950165, 'hit']
['s4', '192.0.10.10', 15.897028923034668, 1654120436.034587, 'hit']
['s4', '192.0.1.9', 15.974631071090698, 1654120436.112188, 'hit']
['s4', '192.0.1.7', 16.157290935516357, 1654120436.294848, 'hit']
['s4', '192.0.1.9', 16.229184865951538, 1654120436.366743, 'hit']
['s4', '192.0.1.7', 16.28564691543579, 1654120436.423204, 'hit']
['s4', '192.0.1.10', 16.374561071395874, 1654120436.512118, 'hit']
['s4', '192.0.1.7', 16.649034023284912, 1654120436.786592, 'hit']
['s4', '192.0.1.10', 16.949249982833862, 1654120437.086808, 'hit']
['s4', '192.0.1.7', 17.05866503715515, 1654120437.196222, 'hit']
['s4', '192.0.1.9', 17.186758995056152, 1654120437.324317, 'hit']
['s4', '192.0.1.10', 17.46241807937622, 1654120437.599975, 'hit']
['s4', '192.0.10.10', 17.761534929275513, 1654120437.899093, 'hit']
['s4', '192.0.1.10', 17.808520078659058, 1654120437.946077, 'hit']
['s4', '192.0.10.10', 17.89115595817566, 1654120438.028713, 'hit']
['s4', '192.0.10.10', 18.066904067993164, 1654120438.204461, 'hit']
['s4', '192.0.10.10', 18.137083053588867, 1654120438.27464, 'hit']
['s4', '192.0.1.10', 18.60916805267334, 1654120438.746726, 'hit']
['s4', '192.0.1.10', 18.657361030578613, 1654120438.794918, 'hit']
['s4', '192.0.10.10', 19.007811069488525, 1654120439.145368, 'hit']
['s4', '192.0.10.10', 19.315481901168823, 1654120439.45304, 'hit']
['s4', '192.0.1.10', 19.521442890167236, 1654120439.659001, 'hit']
['s4', '192.0.1.10', 19.82859992980957, 1654120439.966158, 'hit']
['s4', '192.0.1.10', 20.64566206932068, 1654120440.78322, 'hit']
['s4', '192.0.10.10', 21.056441068649292, 1654120441.193999, 'hit']
['s4', '192.0.10.10', 22.04303789138794, 1654120442.180595, 'hit']
['s4', '192.0.10.111', 33.855594873428345, 1654120453.993152, 'hit']
['s4', '192.0.10.114', 35.2768120765686, 1654120455.414369, 'hit']
['s4', '192.0.10.120', 35.35163688659668, 1654120455.489194, 'hit']
['s4', '192.0.10.114', 35.53661108016968, 1654120455.674168, 'hit']
['s4', '192.0.10.116', 35.577861070632935, 1654120455.715418, 'hit']
['s4', '192.0.10.120', 35.629392862319946, 1654120455.76695, 'hit']
['s4', '192.0.10.114', 35.77073407173157, 1654120455.908292, 'hit']
['s4', '192.0.10.111', 35.85387396812439, 1654120455.991432, 'hit']
['s4', '192.0.10.120', 35.93509387969971, 1654120456.072688, 'hit']
['s4', '192.0.10.111', 36.15698599815369, 1654120456.294543, 'hit']
['s4', '192.0.10.116', 36.221112966537476, 1654120456.35867, 'hit']
['s4', '192.0.10.111', 36.56148099899292, 1654120456.699038, 'hit']
['s4', '192.0.10.117', 37.97734808921814, 1654120458.114905, 'hit']
['s4', '192.0.10.114', 38.102060079574585, 1654120458.239618, 'hit']
['s4', '192.0.10.117', 38.247884035110474, 1654120458.385441, 'hit']
['s4', '192.0.10.114', 38.38025999069214, 1654120458.517818, 'hit']
['s4', '192.0.10.120', 38.49761891365051, 1654120458.635176, 'hit']
['s4', '192.0.10.117', 38.5838189125061, 1654120458.721376, 'hit']
