['s3', '192.240.3.2', 9.458226919174194, 'hit']
['s3', '192.240.3.2', 9.483142137527466, 'hit']
['s3', '192.240.3.2', 9.96326494216919, 'hit']
['s3', '192.240.3.2', 10.039597988128662, 'hit']
['s3', '192.240.3.1', 10.066831111907959, 'hit']
['s3', '192.0.3.6', 10.227030992507935, 'hit']
['s3', '192.240.3.5', 10.252658128738403, 'hit']
['s3', '192.0.3.7', 10.32696008682251, 'hit']
['s3', '192.0.3.9', 10.435481071472168, 'hit']
['s3', '192.240.3.2', 10.483623027801514, 'hit']
['s3', '192.240.3.2', 10.559453010559082, 'hit']
['s3', '192.240.3.1', 10.583343982696533, 'hit']
['s3', '192.240.3.4', 10.639461040496826, 'hit']
['s3', '192.240.3.3', 10.66680908203125, 'hit']
['s3', '192.0.3.6', 10.74808406829834, 'hit']
['s3', '192.240.3.5', 10.771342992782593, 'hit']
['s3', '192.0.3.8', 10.819474935531616, 'hit']
['s3', '192.0.3.7', 10.84705901145935, 'hit']
['s3', '192.0.3.10', 10.918299913406372, 'hit']
['s3', '192.0.3.9', 10.951502084732056, 'hit']
['s3', '192.240.3.2', 11.006937026977539, 'hit']
['s3', '192.240.3.2', 11.035533905029297, 'hit']
['s3', '192.240.3.1', 11.102626085281372, 'hit']
['s3', '192.240.3.4', 11.127622127532959, 'hit']
['s3', '192.240.3.3', 11.18303394317627, 'hit']
['s3', '192.0.3.6', 11.211036920547485, 'hit']
['s3', '192.240.3.5', 11.295001983642578, 'hit']
['s3', '192.0.3.8', 11.319046020507812, 'hit']
['s3', '192.0.3.7', 11.366703033447266, 'hit']
['s3', '192.0.3.10', 11.391185998916626, 'hit']
['s3', '192.0.3.9', 11.475187063217163, 'hit']
['s3', '192.240.3.2', 11.50733494758606, 'hit']
['s3', '192.240.3.2', 11.562905073165894, 'hit']
['s3', '192.240.3.1', 11.59153699874878, 'hit']
['s3', '192.240.3.4', 11.662873029708862, 'hit']
['s3', '192.240.3.3', 11.687134027481079, 'hit']
['s3', '192.0.3.6', 11.739187002182007, 'hit']
['s3', '192.240.3.5', 11.763551950454712, 'hit']
['s3', '192.0.3.8', 11.843181133270264, 'hit']
['s3', '192.0.3.7', 11.867164134979248, 'hit']
['s3', '192.0.3.10', 11.914989948272705, 'hit']
['s3', '192.0.3.9', 11.93953013420105, 'hit']
['s3', '192.240.3.2', 12.01481294631958, 'hit']
['s3', '192.240.3.2', 12.038747072219849, 'hit']
['s3', '192.240.3.1', 12.090795993804932, 'hit']
['s3', '192.240.3.4', 12.119812965393066, 'hit']
['s3', '192.240.3.3', 12.195292949676514, 'hit']
['s3', '192.0.3.6', 12.226668119430542, 'hit']
['s3', '192.240.10.102', 12.251081943511963, 'hit']
['s3', '192.240.3.5', 12.28996205329895, 'hit']
['s3', '192.240.10.102', 12.32402491569519, 'hit']
['s3', '192.0.3.7', 12.376078128814697, 'hit']
['s3', '192.0.3.10', 12.40763807296753, 'hit']
['s3', '192.0.3.9', 12.455128908157349, 'hit']
['s3', '192.240.3.2', 12.477091073989868, 'hit']
['s3', '192.0.10.10', 12.535114049911499, 'hit']
['s3', '192.240.3.2', 12.569025039672852, 'hit']
['s3', '192.240.3.1', 12.635873079299927, 'hit']
['s3', '192.240.3.4', 12.667086124420166, 'hit']
['s3', '192.240.3.3', 12.719244003295898, 'hit']
['s3', '192.0.3.6', 12.743710041046143, 'hit']
['s3', '192.240.3.5', 12.823023080825806, 'hit']
['s3', '192.0.3.8', 12.854872941970825, 'hit']
['s3', '192.0.3.7', 12.90672492980957, 'hit']
['s3', '192.0.3.10', 12.931102991104126, 'hit']
['s3', '192.0.3.9', 13.012303113937378, 'hit']
['s3', '192.240.3.2', 13.039073944091797, 'hit']
['s3', '192.240.3.1', 13.114259958267212, 'hit']
['s3', '192.240.3.4', 13.183505058288574, 'hit']
['s3', '192.240.3.3', 13.21724009513855, 'hit']
['s3', '192.0.3.6', 13.258804082870483, 'hit']
['s3', '192.240.3.5', 13.282663106918335, 'hit']
['s3', '192.0.3.8', 13.359148025512695, 'hit']
['s3', '192.0.3.7', 13.391334056854248, 'hit']
['s3', '192.0.3.10', 13.44694995880127, 'hit']
['s3', '192.0.3.9', 13.48154902458191, 'hit']
['s3', '192.240.3.2', 13.585062980651855, 'hit']
['s3', '192.240.3.2', 14.02303695678711, 'hit']
['s3', '192.240.3.2', 14.09877610206604, 'hit']
['s3', '192.240.3.1', 14.130945920944214, 'hit']
['s3', '192.240.3.3', 14.211064100265503, 'hit']
['s3', '192.240.10.102', 14.234506130218506, 'hit']
['s3', '192.240.3.5', 14.318592071533203, 'hit']
['s3', '192.0.3.8', 14.375664949417114, 'hit']
['s3', '192.0.3.7', 14.402542114257812, 'hit']
['s3', '192.0.10.10', 14.46107006072998, 'hit']
['s3', '192.0.3.9', 14.498382091522217, 'hit']
['s3', '192.240.3.2', 14.551284074783325, 'hit']
['s3', '192.240.3.2', 14.579165935516357, 'hit']
['s3', '192.240.3.1', 14.651022911071777, 'hit']
['s3', '192.240.3.4', 14.686129093170166, 'hit']
['s3', '192.240.3.3', 14.731513977050781, 'hit']
['s3', '192.240.3.5', 14.843356132507324, 'hit']
['s3', '192.0.3.8', 14.870428085327148, 'hit']
['s3', '192.0.3.7', 14.917899131774902, 'hit']
['s3', '192.0.3.10', 14.936202049255371, 'hit']
['s3', '192.0.3.9', 15.016958951950073, 'hit']
['s3', '192.240.3.4', 15.186693906784058, 'hit']
['s3', '192.0.3.6', 15.24698805809021, 'hit']
['s3', '192.240.3.2', 15.527168989181519, 'hit']
['s3', '192.240.3.1', 15.575546979904175, 'hit']
['s3', '192.240.3.3', 15.670979022979736, 'hit']
['s3', '192.0.3.6', 15.70212697982788, 'hit']
['s3', '192.240.3.5', 15.758455991744995, 'hit']
['s3', '192.0.3.10', 15.895304918289185, 'hit']
['s3', '192.240.3.2', 16.01838493347168, 'hit']
['s3', '192.240.3.2', 16.09058713912964, 'hit']
['s3', '192.240.10.102', 16.160171031951904, 'hit']
['s3', '192.240.3.3', 16.201709985733032, 'hit']
['s3', '192.240.3.5', 16.329358100891113, 'hit']
['s3', '192.0.3.7', 16.394782066345215, 'hit']
['s3', '192.0.10.10', 16.455327033996582, 'hit']
['s3', '192.0.3.10', 16.491199016571045, 'hit']
['s3', '192.0.3.9', 16.518757104873657, 'hit']
['s3', '192.240.3.2', 16.581562042236328, 'hit']
['s3', '192.240.3.4', 16.714607000350952, 'hit']
['s3', '192.0.3.6', 16.79111409187317, 'hit']
['s3', '192.0.3.7', 16.94913601875305, 'hit']
['s3', '192.0.3.9', 17.050575017929077, 'hit']
['s3', '192.240.3.2', 17.115710973739624, 'hit']
['s3', '192.0.3.6', 17.309592962265015, 'hit']
['s3', '192.0.3.7', 17.42656707763672, 'hit']
['s3', '192.0.3.9', 17.498723030090332, 'hit']
['s3', '192.240.3.2', 17.56999397277832, 'hit']
['s3', '192.240.3.2', 17.590408086776733, 'hit']
['s3', '192.240.3.1', 17.661144971847534, 'hit']
['s3', '192.0.3.6', 17.77022695541382, 'hit']
['s3', '192.240.3.5', 17.82201099395752, 'hit']
['s3', '192.0.10.112', 17.89300012588501, 'hit']
['s3', '192.0.3.7', 17.93506908416748, 'hit']
['s3', '192.240.10.102', 17.982680082321167, 'hit']
['s3', '192.0.3.9', 18.0227530002594, 'hit']
['s3', '192.240.10.102', 18.0620059967041, 'hit']
['s3', '192.240.3.2', 18.12672710418701, 'hit']
['s3', '192.240.3.1', 18.170246124267578, 'hit']
['s3', '192.240.3.4', 18.20628595352173, 'hit']
['s3', '192.240.10.104', 18.262126922607422, 'hit']
['s3', '192.0.3.6', 18.299138069152832, 'hit']
['s3', '192.240.3.5', 18.329642057418823, 'hit']
['s3', '192.0.3.7', 18.40713405609131, 'hit']
['s3', '192.240.10.106', 18.430850982666016, 'hit']
['s3', '192.0.10.10', 18.4550940990448, 'hit']
['s3', '192.0.3.9', 18.506181955337524, 'hit']
['s3', '192.240.10.105', 18.546221017837524, 'hit']
['s3', '192.240.3.2', 18.57880997657776, 'hit']
['s3', '192.240.10.108', 18.603626012802124, 'hit']
['s3', '192.240.3.1', 18.654330015182495, 'hit']
['s3', '192.240.10.4', 18.706308126449585, 'hit']
['s3', '192.240.3.4', 18.73192310333252, 'hit']
['s3', '192.240.3.3', 18.76262593269348, 'hit']
['s3', '192.0.3.6', 18.80774998664856, 'hit']
['s3', '192.240.3.5', 18.835367918014526, 'hit']
['s3', '192.240.10.3', 18.88338804244995, 'hit']
['s3', '192.0.3.9', 19.00628399848938, 'hit']
['s3', '192.240.10.2', 19.063225030899048, 'hit']
['s3', '192.240.3.2', 19.0866060256958, 'hit']
['s3', '192.240.3.2', 19.115888118743896, 'hit']
['s3', '192.240.3.1', 19.17571997642517, 'hit']
['s3', '192.240.3.4', 19.20781111717224, 'hit']
['s3', '192.240.10.1', 19.258842945098877, 'hit']
['s3', '192.240.3.3', 19.288458108901978, 'hit']
['s3', '192.0.3.6', 19.314675092697144, 'hit']
['s3', '192.240.3.5', 19.37417197227478, 'hit']
['s3', '192.0.3.9', 19.565603017807007, 'hit']
['s3', '192.240.3.2', 19.658993005752563, 'hit']
['s3', '192.240.3.1', 19.701760053634644, 'hit']
['s3', '192.240.3.4', 19.75474190711975, 'hit']
['s3', '192.240.3.3', 19.801445960998535, 'hit']
['s3', '192.0.3.6', 19.881572008132935, 'hit']
['s3', '192.240.10.102', 19.919167041778564, 'hit']
['s3', '192.240.10.102', 20.01889204978943, 'hit']
['s3', '192.0.3.9', 20.099035024642944, 'hit']
['s3', '192.240.3.2', 20.16282892227173, 'hit']
['s3', '192.240.3.2', 20.19408893585205, 'hit']
['s3', '192.0.10.10', 20.258660078048706, 'hit']
['s3', '192.240.3.4', 20.303105115890503, 'hit']
['s3', '192.240.3.3', 20.366910934448242, 'hit']
['s3', '192.240.10.106', 20.40806007385254, 'hit']
['s3', '192.0.10.10', 20.45070505142212, 'hit']
['s3', '192.240.10.105', 20.529545068740845, 'hit']
['s3', '192.240.10.108', 20.625366926193237, 'hit']
['s3', '192.240.10.107', 20.696664094924927, 'hit']
['s3', '192.240.10.4', 20.73280906677246, 'hit']
['s3', '192.240.3.2', 20.7600519657135, 'hit']
['s3', '192.240.3.2', 20.793808937072754, 'hit']
['s3', '192.240.3.1', 20.832534074783325, 'hit']
['s3', '192.240.3.4', 20.870357990264893, 'hit']
['s3', '192.240.10.3', 20.91152811050415, 'hit']
['s3', '192.240.3.3', 20.939711093902588, 'hit']
['s3', '192.0.3.6', 20.969969987869263, 'hit']
['s3', '192.240.3.5', 21.00781011581421, 'hit']
['s3', '192.240.10.2', 21.082364082336426, 'hit']
['s3', '192.240.3.2', 21.212244987487793, 'hit']
['s3', '192.240.10.1', 21.257920026779175, 'hit']
['s3', '192.240.3.2', 21.282948970794678, 'hit']
['s3', '192.240.3.1', 21.326048135757446, 'hit']
['s3', '192.240.3.4', 21.369615077972412, 'hit']
['s3', '192.240.3.3', 21.398905038833618, 'hit']
['s3', '192.0.3.6', 21.467463970184326, 'hit']
['s3', '192.240.3.5', 21.494658946990967, 'hit']
['s3', '192.240.3.2', 21.70968508720398, 'hit']
['s3', '192.240.3.2', 21.739195108413696, 'hit']
['s3', '192.240.3.1', 21.829092025756836, 'hit']
['s3', '192.240.3.3', 21.90921902656555, 'hit']
['s3', '192.240.10.102', 21.948132038116455, 'hit']
['s3', '192.240.3.5', 21.99967312812805, 'hit']
['s3', '192.240.10.101', 22.06692910194397, 'hit']
['s3', '192.240.10.104', 22.1304030418396, 'hit']
['s3', '192.240.3.2', 22.21111512184143, 'hit']
['s3', '192.240.10.103', 22.246531009674072, 'hit']
['s3', '192.240.3.1', 22.30181097984314, 'hit']
['s3', '192.240.3.4', 22.371002912521362, 'hit']
['s3', '192.240.3.3', 22.41350507736206, 'hit']
['s3', '192.240.3.5', 22.479051113128662, 'hit']
['s3', '192.240.10.108', 22.507569074630737, 'hit']
['s3', '192.240.10.107', 22.614001035690308, 'hit']
['s3', '192.240.10.110', 22.70325994491577, 'hit']
['s3', '192.240.10.4', 22.74106502532959, 'hit']
['s3', '192.240.3.2', 22.778904914855957, 'hit']
['s3', '192.240.10.109', 22.813175916671753, 'hit']
['s3', '192.240.3.4', 22.859939098358154, 'hit']
['s3', '192.240.10.3', 22.93734908103943, 'hit']
['s3', '192.240.3.5', 23.01492214202881, 'hit']
['s3', '192.240.10.2', 23.086827993392944, 'hit']
['s3', '192.240.3.2', 23.226866960525513, 'hit']
['s3', '192.240.10.1', 23.27739191055298, 'hit']
['s3', '192.240.3.1', 23.320893049240112, 'hit']
['s3', '192.240.3.4', 23.377031087875366, 'hit']
['s3', '192.240.3.5', 23.509244918823242, 'hit']
['s3', '192.240.3.2', 23.734358072280884, 'hit']
['s3', '192.240.3.2', 23.773272037506104, 'hit']
['s3', '192.240.3.1', 23.844748973846436, 'hit']
['s3', '192.240.3.4', 23.889275074005127, 'hit']
['s3', '192.240.3.3', 23.919704914093018, 'hit']
['s3', '192.240.10.101', 23.985180139541626, 'hit']
['s3', '192.240.3.5', 24.04552698135376, 'hit']
['s3', '192.240.10.104', 24.08012294769287, 'hit']
['s3', '192.240.10.103', 24.169697046279907, 'hit']
['s3', '192.240.3.2', 24.234589099884033, 'hit']
['s3', '192.240.10.106', 24.274117946624756, 'hit']
['s3', '192.240.3.1', 24.315104961395264, 'hit']
['s3', '192.240.10.105', 24.343640089035034, 'hit']
['s3', '192.240.3.4', 24.391048908233643, 'hit']
['s3', '192.240.3.3', 24.434412002563477, 'hit']
['s3', '192.240.3.5', 24.502995014190674, 'hit']
['s3', '192.240.10.107', 24.528470039367676, 'hit']
['s3', '192.240.10.110', 24.632992029190063, 'hit']
['s3', '192.240.10.109', 24.698813915252686, 'hit']
['s3', '192.240.10.4', 24.73348093032837, 'hit']
['s3', '192.240.10.3', 24.793673992156982, 'hit']
['s3', '192.240.3.2', 24.833863019943237, 'hit']
['s3', '192.240.3.4', 24.925216913223267, 'hit']
['s3', '192.240.10.2', 24.99005913734436, 'hit']
['s3', '192.240.3.5', 25.04138708114624, 'hit']
['s3', '192.240.10.1', 25.151042938232422, 'hit']
['s3', '192.240.3.2', 25.250061988830566, 'hit']
['s3', '192.240.3.2', 25.294282913208008, 'hit']
['s3', '192.240.3.1', 25.353703022003174, 'hit']
['s3', '192.240.3.4', 25.3971951007843, 'hit']
['s3', '192.240.3.3', 25.453261137008667, 'hit']
['s3', '192.240.3.5', 25.557281970977783, 'hit']
['s3', '192.240.10.102', 25.683433055877686, 'hit']
['s3', '192.240.3.2', 25.750538110733032, 'hit']
['s3', '192.240.10.102', 25.790893077850342, 'hit']
['s3', '192.240.3.1', 25.845591068267822, 'hit']
