(0, 0)
(0.5014369487762451, 7)
(1.0259928703308105, 40)
(1.5672318935394287, 53)
(2.0941479206085205, 5)
(2.611780881881714, 3)
(3.1416869163513184, 6)
(3.659775972366333, 19)
(4.186224937438965, 2)
(4.727290868759155, 2)
(5.2517218589782715, 2)
(5.770382881164551, 2)
(6.308377027511597, 0)
(6.8513360023498535, 15)
(7.368706941604614, 17)
(7.919172048568726, 39)
(8.444378852844238, 8)
(8.974105834960938, 12)
(9.49737286567688, 35)
(10.025666952133179, 9)
(10.552856922149658, 62)
(11.07340693473816, 16)
(11.581074953079224, 4)
(12.120311975479126, 3)
(12.660593032836914, 10)
(13.183779001235962, 2)
(13.732516050338745, 9)
(14.270241975784302, 23)
(14.815801858901978, 9)
(15.38838005065918, 35)
(16.160385847091675, 15)
(16.687360048294067, 7)
(17.23788285255432, 6)
(17.780717849731445, 4)
(18.309438943862915, 31)
(18.83586883544922, 14)
(19.37016987800598, 2)
(19.890018939971924, 40)
(20.438490867614746, 31)
(20.954324960708618, 6)
(21.470021963119507, 20)
(21.99388599395752, 17)
(22.55895185470581, 9)
(23.093592882156372, 4)
(23.611695051193237, 2)
(24.14728093147278, 2)
(24.674067974090576, 2)
(25.20398998260498, 1)
(25.7479088306427, 7)
(26.294867992401123, 32)
(26.839154958724976, 35)
(27.361979007720947, 13)
(27.900930881500244, 10)
(28.437834978103638, 9)
(28.9740149974823, 4)
(29.485772848129272, 34)
(30.016058921813965, 0)
(30.554461002349854, 4)
(31.09503483772278, 30)
(31.641222953796387, 8)
(32.153666973114014, 3)
(32.68431997299194, 38)
(33.22967290878296, 7)
(33.7804319858551, 11)
(34.34905385971069, 4)
(34.85983991622925, 10)
(35.39976096153259, 5)
(35.92289090156555, 18)
(36.44160795211792, 4)
(36.96619486808777, 15)
(37.50126504898071, 7)
(38.029178857803345, 6)
(38.55585193634033, 5)
(39.08061599731445, 9)
(39.61032795906067, 3)
(40.150022983551025, 2)
(40.687963008880615, 14)
(41.22386884689331, 4)
