(0, 0)
(0.5022850036621094, 7)
(1.0239410400390625, 45)
(1.556278944015503, 49)
(2.0841310024261475, 9)
(2.6000380516052246, 8)
(3.1290860176086426, 9)
(3.6592819690704346, 24)
(4.173990964889526, 2)
(4.712831974029541, 2)
(5.249359130859375, 2)
(5.779855966567993, 2)
(6.312562942504883, 0)
(6.84423303604126, 15)
(7.364621162414551, 16)
(7.885503053665161, 49)
(8.418166160583496, 53)
(8.941954135894775, 37)
(9.463895082473755, 34)
(9.999989032745361, 48)
(10.521669149398804, 104)
(11.049922943115234, 65)
(11.568868160247803, 9)
(12.103991985321045, 8)
(12.62363600730896, 17)
(13.166810989379883, 8)
(13.680556058883667, 7)
(14.21694302558899, 24)
(14.74705195426941, 7)
(15.275822162628174, 24)
(15.81545615196228, 20)
(16.340235948562622, 11)
(16.871055126190186, 8)
(17.413787126541138, 5)
(17.943998098373413, 2)
(18.469309091567993, 45)
(19.003124952316284, 42)
(19.530091047286987, 54)
(20.0579891204834, 90)
(20.583429098129272, 135)
(21.118898153305054, 102)
(21.64278507232666, 41)
(22.164740085601807, 48)
(22.689489126205444, 56)
(23.212162017822266, 29)
(23.737797021865845, 6)
(24.265074968338013, 4)
(24.789116144180298, 4)
(25.318845987319946, 2)
(25.839081048965454, 9)
(26.35686206817627, 33)
(26.881543159484863, 61)
(27.402637004852295, 50)
(27.92306900024414, 53)
(28.452145099639893, 48)
(28.971760988235474, 46)
(29.493849992752075, 80)
(30.023313999176025, 83)
(30.535990953445435, 79)
(31.04426908493042, 108)
(31.561583042144775, 95)
(32.09054493904114, 77)
(32.60898995399475, 82)
(33.12873697280884, 96)
(33.63856506347656, 93)
(34.14729905128479, 77)
(34.67208695411682, 54)
(35.204445123672485, 48)
(35.713144063949585, 53)
(36.225172996520996, 17)
(36.74014902114868, 13)
(37.2631721496582, 14)
(37.79197597503662, 8)
(38.31972908973694, 7)
(38.84611105918884, 4)
(39.373862981796265, 9)
(39.89017415046692, 2)
(40.41194415092468, 13)
(40.92424201965332, 4)
(41.43798899650574, 4)
(41.94878602027893, 2)
(42.47101402282715, 13)
(42.97983908653259, 3)
(43.48806715011597, 2)
(43.998847007751465, 2)
(44.5082061290741, 2)
(45.01895308494568, 1)
(45.53026604652405, 0)
(46.0413920879364, 0)
(46.56026911735535, 0)
(47.07504606246948, 0)
(47.58677101135254, 0)
(48.10705304145813, 0)
(48.61879801750183, 23)
(49.13308000564575, 4)
(49.648529052734375, 9)
(50.17314910888672, 46)
(50.70102500915527, 11)
(51.224276065826416, 6)
(51.74439096450806, 14)
(52.267420053482056, 46)
(52.792179107666016, 59)
(53.32644605636597, 86)
(53.84306716918945, 84)
(54.36502003669739, 78)
(54.88370704650879, 55)
(55.405133962631226, 47)
(55.93776798248291, 49)
(56.46410512924194, 52)
(56.98800802230835, 7)
(57.499287128448486, 25)
(58.0096230506897, 25)
(58.5186231136322, 70)
(59.03573393821716, 64)
(59.560357093811035, 50)
(60.08351111412048, 47)
(60.60338807106018, 59)
(61.117990016937256, 82)
(61.62930607795715, 80)
(62.139158964157104, 57)
(62.65847897529602, 24)
(63.172178983688354, 5)
(63.70211696624756, 4)
(64.23383212089539, 21)
(64.74953699111938, 43)
(65.2593641281128, 56)
(65.7841169834137, 82)
(66.30051016807556, 57)
(66.82536697387695, 10)
(67.34498405456543, 10)
(67.86227893829346, 9)
(68.37908411026001, 7)
(68.89979815483093, 1)
(69.42451310157776, 0)
(69.95218706130981, 0)
(70.46586894989014, 6)
(70.98362517356873, 8)
(71.50139999389648, 4)
(72.03262400627136, 13)
(72.55285906791687, 18)
(73.08647894859314, 16)
(73.60122799873352, 14)
(74.12390112876892, 8)
(74.6456310749054, 8)
(75.16729807853699, 40)
(75.68387603759766, 21)
(76.19273614883423, 5)
(76.70044803619385, 32)
(77.20818209648132, 44)
(77.71687698364258, 44)
(78.22557711601257, 28)
(78.73430800437927, 4)
(79.24899315834045, 4)
(79.7597451210022, 18)
(80.27041697502136, 19)
(80.77913808822632, 49)
(81.30085110664368, 49)
(81.81065797805786, 18)
(82.32436394691467, 46)
(82.84212493896484, 46)
(83.35191416740417, 65)
(83.86911916732788, 79)
(84.38628101348877, 70)
(84.89901900291443, 92)
(85.41733694076538, 84)
(85.93417310714722, 59)
(86.45429396629333, 54)
(86.97772598266602, 49)
(87.50338101387024, 47)
(88.03056001663208, 105)
(88.56694316864014, 91)
(89.07543802261353, 81)
(89.59919595718384, 100)
(90.12232613563538, 193)
(90.63406610488892, 152)
(91.14848804473877, 107)
(91.67007303237915, 10)
(92.19501805305481, 9)
(92.71933913230896, 10)
(93.24013304710388, 5)
(93.74799394607544, 17)
